full_name,e,q,i,om,w,ad,tp_cal,per_y,class,data_arc,condition_code,n_obs_used,two_body,A1,A2,A3,DT,M1,K1,M2,K2,PC,diameter,extent,albedo,rot_per,GM
"    1P/Halley",0.967142908462304,0.585978111516909,162.262690579161,58.42008097656843,111.3324851045177,35.08231047359043,19860205.8953171,75.3158906863411,HTC,57852,,7428,,2.696463929511566E-10,1.554613388970244E-10,,,5.5,8.0,13.6,5.0,0.03,11.0,14.9x8.2,0.04,,
"    2P/Encke",.8483345289268938,.3359622241978987,11.78139806220532,334.5675640071636,186.5467134764581,4.094343788381025,20170310.0255761,3.29696089776129,ETc,4046,0,2692,,-1.896129560792947E-11,1.729815032536023E-13,3.502518541813098E-9,,15.5,4.5,,,,4.8,,0.046,11.083,
"    3D/Biela",0.751299,0.879073,13.2164,250.669,221.6588,6.190243166802708,18321126.6152000,6.64552531740703,JFc,,,26,,0.39E-8,-0.0254E-8,,,7.1,10.0,,,,,,,,
"    4P/Faye",.5667779651459758,1.666174238870926,9.034518506244535,199.2927088047371,204.9772664191772,6.025836346104741,20061115.4260798,7.54263372412913,JFc,5514,0,3960,,3.370396077763889E-9,-4.176493252240298E-10,-8.503129639033698E-10,,11.2,9.,,,,3.54,,,,
"    5D/Brorsen",0.809796,0.589847,29.3821,102.9676,14.9468,5.612409524573614,18790331.0341000,5.46119640576126,JFc,,,127,,1.27E-8,0.1343E-8,,,8.3,10.0,,,,,,,,
"    6P/d'Arrest",.6114221687103928,1.361453942678221,19.4817058769114,138.9336994438987,178.1149328626217,5.645914121319897,20150302.4169627,6.55836529880981,JFc,9524,1,2320,,3.562700672265693E-9,-9.87648424688728E-11,-6.467661531897842E-10,101.5484959061085,14.7,11.,,,,3.2,,,,
"    7P/Pons-Winnecke",.6344314855486161,1.254028027364578,22.30518196566083,93.42613785497895,172.2790064293571,5.606672376479136,20080926.0434504,6.35354179171273,JFc,36557,0,1229,,6.229355744118022E-11,-3.041685752621526E-12,-1.108713137970645E-10,135.5840485715196,16.2,4.5,,,,5.2,,,,
"    8P/Tuttle",.8198532564761598,1.027132026711396,54.9828639120142,270.3415116921017,207.5066807787936,10.37614961601747,20080127.0227965,13.614697144551,JFC,19865,2,1641,,5.628981793677806E-10,1.390167687923292E-10,-4.387120587091222E-10,,15.0,4.5,,,,4.5,,,,
"    9P/Tempel 1",.509588468064943,1.542572978351424,10.47400282151021,68.74889841631139,179.2123960149718,4.74835975018686,20160802.5908756,5.57873549234425,JFc,1978,2,1648,,-2.221820776841708E-9,-3.35709080533317E-10,-2.638826307372622E-10,,12.3,10.25,14.6,5.,0.03,6.0,7.6x4.9,0.05,40.7,
"   10P/Tempel 2",.5362687141037796,1.42179242291609,12.02431626701113,117.8021287724308,195.6060493445979,4.710174369741832,20100704.7797323,5.3686229080793,JFc,6640,0,3711,,2.040007106240362E-10,6.053768178769949E-12,9.187891852251084E-11,,13.8,6.,,,,10.6,,0.022,8.93,
"   11P/Tempel-Swift-LINEAR",.5774403918911596,1.389752619959597,14.43689229260524,238.9908765179936,167.7584807340938,5.188029985336803,20201125.9975778,5.96461591241717,JFc,7001,0,1162,,,,,,15.3,19.5,18.6,5.,0.03,,,,,
"   12P/Pons-Brooks",.9542202409863804,.7780186522514184,74.7037493144222,255.9595132752626,199.0936340963835,33.21161646225214,19540523.1759312,70.0620696485467,HTC,75909,0,393,,2.962808270929297E-9,-2.711607195758214E-10,,,5.,15.0,11.,10.0,,,,,,
"   13P/Olbers",0.930297147462082,1.17845061442612,44.609885733805,86.10312835462277,64.64120651677283,32.63510425508353,19560619.1353310,69.5183499778236,HTC,51679,,91,,9.451067991051224E-9,6.487207540562958E-10,,,5.,15.0,11.5,10.0,,,,,,
"   14P/Wolf",.357453296269419,2.728800509097144,27.94263968532118,202.1079779976616,159.1964068959347,5.764902729138832,20090227.6070988,8.75203072040838,JFc,10439,0,361,,,,,,15.7,4.5,,,,4.66,,,9.02,
"   15P/Finlay",.720352832541411,.975119902698153,6.801717758087095,13.79761905848707,347.5604671242106,5.998810221893949,20141226.9990696,6.51147827978861,JFc,4782,0,1184,,2.217384023703929E-9,-2.323952691500021E-10,2.294121479028705E-9,,10.7,18.5,15.1,5.,0.03,,,,,
"   16P/Brooks 2",.5630632502431984,1.46671433774411,4.259482438591073,159.2908192554265,219.7163700336009,5.2469088059282,20140607.6649986,6.15033324268974,JFc,2448,1,213,,,,,,12.1,13.5,15.6,5.,0.03,,,,,
"   17P/Holmes",.4317519490501375,2.056944014434015,19.0918205316614,326.7639708316963,24.53542337513593,5.182654998693097,20140327.5399884,6.88707760943617,JFc,3665,0,1697,,4.791743337115952E-9,1.297575992185322E-9,,,9.1,15.25,13.8,5.,0.03,3.42,,,,
"   18D/Perrine-Mrkos",0.642580982439164,1.27224808138711,17.7589827722319,240.8755466309168,166.0504171249452,5.84683634825191,19681101.5421334,6.71582582329104,JFc,2584,1,16,,,,,,11.5,20.0,15.5,15.0,,,,,,
"   19P/Borrelly",.6232892711821078,1.359799738782305,30.31307021679391,75.43597686258941,353.3506872274951,5.859531354066145,20010914.2536303,6.85817635449295,JFc,15925,0,2845,,1.895695530204052E-9,-7.833075347206687E-11,2.854308247393968E-10,-47.24576827269382,8.2,17.,13.8,5.,0.03,4.8,,0.022,,
"   20D/Westphal",0.919831188993609,1.2540127619273,40.8900610587027,348.0064469311446,57.08095497141959,30.03029209890796,19131126.7902559,61.8661332756055,HTC,22321,0,201,,,,,,8.8,10.0,,,,,,,,
"   21P/Giacobini-Zinner",.7104667848114644,1.013493750730936,32.00303376160798,195.4051449504903,172.8091596458073,5.987386960457786,20180910.2654693,6.54925990138296,JFc,3196,0,1987,,3.112315962436393E-9,-1.846484272530308E-9,-1.813721411728888E-9,,13.1,8.5,,,,2.0,,,,
"   22P/Kopff",.5443097061536868,1.575336899893209,4.724673118135681,120.8702457248805,162.6738170353037,5.338731366061603,20090524.7100238,6.42781995582017,JFc,4869,0,3639,,5.216504252111979E-10,-3.972970317617276E-10,,,11.6,9.5,,,,3.0,,0.05,,
"   23P/Brorsen-Metcalf",0.9719522579248509597249,0.4787527107248574775866,19.333940469818628571374,311.5854622141069,129.6106836788667,33.65966095851974,19890911.9374331,70.5225834969236,HTC,51904,0,223,,2.24654685575494E-9,-5.326929396349485E-10,,,7.8,8.0,14.,5.0,0.03,,,,,
"   24P/Schaumasse",.7048377385790582,1.20616902407146,11.73397999992298,79.66577775476655,58.00232148852397,6.966752664933339,20171116.7608171,8.26093519448952,JFc,6464,3,832,,1.051463131828431E-9,-9.955924243239296E-10,,,12.0,16.,15.6,5.,0.03,2.6,,,,
"   25D/Neujmin 2",0.566818596285863,1.33816964707983,10.6387130963875,328.7169509657245,193.7040335562024,4.840164120742355,19270116.2241141,5.42963027852721,JFc,3994,1,55,,,,,,12.5,15.0,16.,10.0,,,,,,
"   26P/Grigg-Skjellerup",.6330527671345312,1.116736323909562,22.35649066304651,211.710319637668,1.704070781269587,4.969895343477792,20080323.6790246,5.30919578072805,JFc,19278,0,635,,1.607514810981455E-10,-1.042381945690657E-11,,,15.1,14.,18.1,5.,0.03,2.6,,,,
"   27P/Crommelin",.9189810923126022,.748287467144728,28.96687278723059,250.6264098390235,196.0253968913816,17.723634421309,20110803.8910902,28.0692839516353,HTC,259,6,154,,-3.653645033749881E-8,-1.713114322066723E-9,2.081362723681325E-9,,12.8,28.,16.3,5.,0.03,,,,,
"   28P/Neujmin 1",.7748001577479174,1.558077926191449,14.39459188498564,346.296892036461,347.718597437042,12.2792135266807,20021227.9859164,18.1986780297559,JFc,39090,0,589,,,,,,13.2,4.5,,,,21.4,,0.025,,
"   29P/Schwassmann-Wachmann 1",.04425258914754992,5.731151853302745,9.380950706082269,312.5873239666832,50.31817185493249,6.261874312870211,20190405.0280490,14.6844059005441,JFc,8814,0,33666,,,,,,8.6,4.5,,,,60.4,,0.033,,
"   30P/Reinmuth 1",.5016105669476711,1.880973739593776,8.126270446090473,119.7278627210677,13.14619850371807,5.667235009833226,20100419.7656489,7.33211152543363,JFc,3219,0,1814,,,,,,13.6,7.,,,,7.8,,,,
"   31P/Schwassmann-Wachmann 2",.1929345227601964,3.424313723598947,4.546513600362426,114.1878422250138,17.92952335697064,5.061524960296287,20100929.4546360,8.73987791431546,JFc,7492,0,1016,,,-5.304780634399869E-8,,,7.2,17.5,14.0,5.,0.03,6.2,,,,
"   32P/Comas Sola",.5546485799036236,2.008565194966582,9.968516517217138,57.84360276824752,53.30658848884395,7.011570833933551,20141019.7008873,9.57817657976511,JFc,4341,0,3117,,-8.192712790761601E-9,7.535444540844812E-10,-1.059058070811059E-9,-187.2547654147808,11.0,9.,13.4,5.,0.03,8.4,,,,
"   33P/Daniel",.4623600611807658,2.166723120715797,22.3861472280879,66.54082976573451,18.90526683076218,5.893403980237149,20080720.4109071,8.0905127047404,JFc,6347,1,403,,3.359913672228051E-9,4.723728744976139E-10,,,15.2,4.5,,,,2.6,,,,
"   34D/Gale",0.760719,1.182907,11.7281,67.9235,209.1572,8.7042717,19380618.4832000,11,JFc,,,47,F,,,,,10.5,20.0,,,,,,,,
"   35P/Herschel-Rigollet",0.97405,0.74849,64.207,355.980,29.298,56.9386006,19390809.4640000,155,HTC,,,75,F,,,,,8.3,10,,,,,,,,
"   36P/Whipple",.2581018329884116,3.089787307315115,9.934959712092994,182.3895973047033,202.0044421729328,5.239623505926192,20120102.2078434,8.49932883704201,JFc,26512,0,895,,5.070654219541939E-9,-5.368995155129031E-10,,,11.3,11.75,14.4,5.,0.03,4.56,,,,
"   37P/Forbes",.5344761599834154,1.608855680101205,8.962054270441827,314.6395769323095,330.0004370065654,5.30316704270452,20180504.1473495,6.42496763862595,JFc,2866,1,1199,,7.665750316279664E-9,2.021647578585701E-10,,,11.5,16.25,15.4,5.,0.03,1.92,,,,
"   38P/Stephan-Oterma",.859286285876197,1.588505048173736,18.3529465228447,78.00036419278668,359.5886765534911,20.98932338973012,20181110.9873435,37.9303160767358,HTC,28321,0,3265,,,-2.68703931765036E-11,,,11.5,9.5,13.4,5.,0.03,,,,,
"   39P/Oterma",.2436393769380302,5.453033856983636,1.950747562018238,332.1180878201394,56.12275197362448,8.966103498179445,19830617.9502329,19.358518912425,CTc,28733,0,254,,,,,,7.0,14.75,13.6,5.,0.03,,,,,
"   40P/Vaisala 1",.6316152020645802,1.819771156172117,11.49264281940788,133.8401678570807,47.28885502172881,8.059958769551553,20141115.8423501,10.9794558818843,JFc,27930,0,1128,,,-1.091448490022975E-10,,,11.7,13.,14.8,5.,0.03,4.2,,,,
"   41P/Tuttle-Giacobini-Kresak",.6612506884287184,1.0450427369138,9.229131696230207,141.066286210229,62.15858521740492,5.124963820834708,20170412.7522549,5.41865682628637,JFc,262,2,4259,,1.7443075575162E-8,4.288032804305828E-9,1.47032014107612E-9,11.40671877972504,15.3,17.,,,,1.4,,,,
"   42P/Neujmin 3",.5841747519155726,2.027755196838527,3.984591946246174,150.279966816504,147.120393793131,7.725164839545697,20150408.2095539,10.7687477482499,JFc,15880,0,297,,1.267969358459133E-8,-1.047094835047333E-9,,77.07626509628521,13.2,15.,16.4,5.,0.03,2.2,,,,
"   43P/Wolf-Harrington",.5949096247356784,1.357094479295572,15.97248249331635,249.8663360818902,191.5591866853453,5.343111510096635,20160819.4179840,6.13190532556299,JFc,2939,0,1636,,3.575587830954031E-9,2.400491171836983E-10,,,8.6,17.,13.9,5.,0.03,3.6,,,,
"   44P/Reinmuth 2",.4269227933819214,2.116251327143552,5.895253569046006,286.4826633022792,58.3481931378514,5.269320120139312,20150324.0918740,7.09642087078555,JFc,4692,0,859,,7.69176633168077E-10,-5.522986368588859E-10,,,13.5,6.25,,,,3.22,,,,
"   45P/Honda-Mrkos-Pajdusakova",.8239728740011473,.5325129824904962,4.248165440352516,88.9817832531519,326.2819404679929,5.517838399079716,20161231.2657473,5.26179719529213,JFc,203,2,1685,,,,,,15.1,24.75,,,,1.6,,,,
"   46P/Wirtanen",.6587597216166052,1.055355767895463,11.74759274314818,82.15763882934478,356.3410943543136,5.1300557133936,20181212.9312022,5.43896298194742,JFc,414,2,4135,,4.018869937057035E-9,-1.352227436938086E-9,8.151537858252997E-10,,16.5,4.5,,,,1.2,,,,
"   47P/Ashbrook-Jackson",.3172109886407994,2.8181339653393,13.02919462663023,356.971395574693,357.656913980399,5.436638500109007,20170610.1198296,8.38534371592602,JFc,2571,3,1213,,-1.879191592114109E-8,-1.320581808547357E-9,8.524026113962529E-10,,13.4,4.5,,,,5.6,,,15.6,
"   48P/Johnson",.3678117401626815,2.302418509482578,13.66068838516227,117.2884957292427,207.8266217590061,4.981546270486797,20110928.9697590,6.95048266565574,JFc,26012,0,2140,,5.674272798225169E-9,-1.730162474683401E-10,,,9.3,15.75,13.5,5.,0.03,5.74,,,,
"   49P/Arend-Rigaux",.6004056650597324,1.423831532619747,19.04992263042993,118.8779145108195,332.7876924849961,5.702553443946976,20111019.0764664,6.72615898543828,JFc,5870,0,3325,,-1.66674572015203E-10,6.250096026760216E-11,3.44932024303957E-10,155.4735044387043,14.2,5.75,,,,8.48,,0.028,13.450,
"   50P/Arend",.5298191651919552,1.922161808831259,19.16230981680282,355.3247745531997,49.01451533157994,6.254104285111073,20071101.4633114,8.26600634401576,JFc,6447,0,1693,,2.365273031799187E-9,-1.107871065975338E-10,,,14.1,8.,,,,1.9,,,,
"   51P/Harrington",.542437041421476,1.699602249252703,5.424389279818731,83.70082476433753,269.2756022819647,5.729330610752958,20150812.6857017,7.15900818286303,JFc,5085,2,653,,3.867415007133801E-8,3.996867447334527E-9,-7.129200060302572E-9,,11.8,14.,15.1,5.,0.03,4.8,,,,
"   51P/Harrington-A",.5620663599153678,1.568096864999769,8.654956945930117,119.1877795469232,233.587839407905,5.593247783914295,20010605.6933477,6.77571408202069,JFc,7593,2,246,,2.625456552342429E-8,3.101463228773831E-9,,,10.6,15.,15.1,5.,0.03,4.8,,,,
"   51P/Harrington-D",.5524980225643705,1.646282145601325,5.408234874963838,84.56410029483207,269.1090870083974,5.711370908962587,20080614.0675435,7.05622087046608,JFc,5132,0,235,,,,,,8.6,20.,14.7,5.,0.03,,,,,
"   52P/Harrington-Abell",.539617075598499,1.775700835903087,10.22565162735523,336.8686694013297,139.6709936590744,5.938316091251641,20140309.1100270,7.57502534116723,JFc,11222,0,1295,,3.812871864310003E-10,5.922660648615227E-11,,,7.9,25.,15.5,5.,0.03,2.6,,,,
"   53P/Van Biesbroeck",.5510744634278288,2.426218348989635,6.611254102620895,148.8977993028672,134.2654652081746,8.382782927771487,20160430.7999891,12.5643944118219,JFc,6192,0,2911,,-1.216840672420297E-8,4.627173099646659E-9,2.212587938595131E-9,-179.1889805451431,9.9,10.,12.5,5.,0.03,6.66,,,,
"   54P/de Vico-Swift-NEAT",0.4270474945217546114406,2.1717640349767100005351,6.0671607093682196065742,358.8600316230779,1.933331420129209,5.409192551168005,20091128.5701211,7.37987869257988,JFc,16209,1,141,,6.664761869785403E-9,6.905615013053886E-10,,,13.1,14.,17.3,5.,0.03,,,,,
"   55P/Tempel-Tuttle",0.905552720972412,0.976427915467506,162.486575379434,235.270989149082,172.5002736828059,19.70024854404794,19980228.0977341,33.2417827583798,HTC,48407,,392,,1.580981480640338E-9,9.186415654543854E-11,,,10.,25.0,16.,10.0,,3.6,,0.06,,
"   56P/Slaughter-Burnham",.5072991108712617,2.505862998058844,8.147206653384872,346.0380370030389,44.21693188176982,7.666081292482448,20160718.0783123,11.4701518709991,JFc,4940,0,1983,,-3.777719961219555E-8,1.984552209296901E-8,,,9.4,14.5,13.4,5.,0.03,3.12,,,,
"   57P/duToit-Neujmin-Delporte",.4991746300241233,1.728816310952804,2.848131490418163,188.8068757657839,115.23268753,5.175052440888087,20150522.3091439,6.41360188910217,JFc,4806,2,706,,2.531769270560723E-9,-2.014661418522748E-10,-1.191079759923984E-9,,14.0,11.,,,,,,,,
"   57P/duToit-Neujmin-Delporte-A",0.499040120360139,1.72939044107225,2.84481020036925,188.9256753142995,115.2325343233014,5.174916715482914,20020731.1512416,6.41421280698932,JFc,4946,1,533,,1.850173392646791E-8,-1.607216552946147E-10,-7.457258926508415E-10,,8.5,26.0,16.,10.0,,,,,,
"   58P/Jackson-Neujmin",.6626222796241679,1.377433393198512,13.10969157569631,159.0788667626832,200.4439577030124,6.788093314754096,20200527.4252684,8.24972580558063,JFc,229,4,138,,,,,,9.2,26.25,16.3,5.,0.03,,,,,
"   59P/Kearns-Kwee",.4763780377856204,2.351607621257864,9.342933810173106,312.8604406817258,127.7450117838551,6.630474074907036,20090309.6166430,9.51762764524281,JFc,3925,0,1269,,,,,,10.5,15.,14.7,5.,0.03,1.58,,,,
"   60P/Tsuchinshan 2",.538536691475378,1.619566766899144,3.608949186300423,267.6612927793719,216.4936690753554,5.399698847423169,20120513.8892553,6.57507519434914,JFc,5009,0,1406,,,,,,9.3,25.,15.2,5.,0.03,,,,,
"   61P/Shajn-Schaldach",.4266921436652285,2.110519378969819,6.007764953028679,163.0891024911736,221.8295259706238,5.252084693692405,20150930.9693951,7.06334434178254,JFc,6124,0,1502,,7.968180502614994E-9,-3.061770130421073E-10,-6.011276877364649E-9,-168.0933894384228,13.4,8.,,,,2.4,,,,
"   62P/Tsuchinshan 1",.5978728473229802,1.384048020352056,9.710109103879912,90.36358529030574,30.11864631352202,5.499585731501028,20110630.2519663,6.38542549315031,JFc,7520,0,1533,,6.35651256320119E-9,-2.782804813262382E-10,-1.536557368452597E-9,,7.9,31.25,15.9,5.,0.03,,,,,
"   63P/Wild 1",.6509190323024351,1.950577151905188,19.77997964011996,358.0018642381609,169.0295202220291,9.224922702874174,20130410.8313401,13.208808523438,JFc,19491,0,1948,,3.025094249986194E-9,-1.100220252464464E-9,,,6.5,27.,14.3,5.,0.03,2.9,,,,
"   64P/Swift-Gehrels",.6873199595898266,1.39335149361793,8.948396545424007,300.0009686531288,97.14416399553535,7.518963419672557,20181103.9119812,9.40695343761851,JFc,6707,0,3434,,-4.209782456129053E-10,4.995531254585193E-10,,,14.4,6.25,,,,3.2,,,,
"   65P/Gunn",.2503908752722527,2.910263085882775,9.184139333410439,62.01737390239089,213.4810697604877,4.854485207275375,20171016.5158787,7.64987399406867,JFc,2729,2,1871,,-1.673966884553788E-7,-2.949919901981444E-9,2.443035242070834E-8,,10.9,7.75,,,,10.8,,,,
"   66P/du Toit",.7865681713017859,1.285451447234088,18.6689713312349,21.99985095509755,257.342734110419,10.76009447789291,20180520.4689477,14.7809701659725,JFc,16304,0,547,,7.681995007508509E-10,-8.894690955671997E-11,,,15.7,7.,,,,,,,,
"   67P/Churyumov-Gerasimenko",.6411775687705257,1.242873167609287,7.043377575687031,50.16819532855173,12.74581389071025,5.684637820768383,20150812.8563284,6.44657506107722,JFc,9463,0,5991,,1.13581083398996E-9,-3.490009015126876E-11,3.883274264199108E-10,32.18738317016349,11.0,12.25,13.9,5.,0.03,4.0,,,12.76137,
"   68P/Klemola",.6403325999028817,1.76205306623601,11.18350804840104,175.3003845692082,153.8398902534949,8.036183113969459,20191111.9227063,10.8438890201743,JFc,4656,0,1669,,,,,,11.2,11.75,14.1,5.,0.03,4.4,,,,
"   69P/Taylor",.4136650628115652,2.28012398386599,22.04227618096902,104.8536963588911,343.6689081509768,5.497423759748032,20190318.4238110,7.66879692349845,JFc,2686,1,44,,,,,,17.3,4.5,,,,,,,,
"   70P/Kojima",.452541472117818,2.01269440382815,6.595847299713631,119.2600238928303,2.041124565777666,5.340170886677654,20071005.2337223,7.04933456638332,JFc,18273,0,1258,,2.26183973729531E-10,-7.682112899835312E-11,,,11.0,14.75,14.9,5.,0.03,3,,,,
"   71P/Clark",.4943781414695106,1.58621399332349,9.445340590021177,59.44627994746336,208.9167867411067,4.688095420172089,20170630.2040859,5.55663802478134,JFc,705,3,916,,2.109580211754518E-8,8.647826217701629E-9,,,11.7,12.,14.6,5.,0.03,1.36,,,,
"   72P/Denning-Fujikawa",.8191545266363583,.7841612055380167,9.169283869658974,36.10919645775216,337.8580424566273,7.888007259096272,20140711.6372194,9.02931423648274,JFc,13080,1,44,,,,,,18.3,33.,21.4,5.,0.03,,,,,
"   73P/Schwassmann-Wachmann 3",.6855236514795381,.9721772236077267,11.23693112176631,69.66171061633882,199.3892656094352,5.210654828351631,20170316.8423994,5.43556111661917,JFc,3665,2,990,,5.454960294973172E-9,4.64168201143949E-10,,,13.8,6.5,,,,,,,,
"   73P/Schwassmann-Wachmann 3-A",.6956866904827348,.933408224926385,11.42310238299434,69.94463197709641,198.8292944102898,5.201112978941158,19950922.9255856,5.37197789166462,JFc,58,7,62,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-B",0.6932855208263886126474,0.9391110367239190459542,11.396951947033860719216,69.89247679701043,198.7994525904428,5.184571413835244,20060607.9244273,5.35774699700879,JFc,3806,2,1484,,1.49431967818014E-8,1.961498904699281E-9,,,15.2,8.,,,,,,,,
"   73P/Schwassmann-Wachmann 3-C",.6922258013072282,.9428566311694347,11.37915705677313,69.84321690348189,198.8705914205202,5.184080813061352,20111016.8996863,5.36201936497173,JFc,5853,0,3223,,6.544631766354118E-9,4.832373496932443E-10,,-12.17581160807467,13.2,9.,,,,,,,,
"   73P/Schwassmann-Wachmann 3-E",0.6938774627627,0.937436994548815,11.4056211759106,69.91710448172594,198.7732444491985,5.187149604066312,20010128.4534014,5.35893362989882,JFc,4021,0,129,,1.723191563169948E-8,5.810952472839584E-9,,,10.4,15.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-G",0.693412971192622,0.939183930115084,11.3895622899332,69.90839960829794,198.7746010901946,5.187519693117151,20060608.0962630,5.36171242350909,JFc,72,5,551,,,,,,16.8,8.0,18.0,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-H",0.693565806671118,0.939169508544489,11.3910638961291,69.9078914114573,198.7738044969675,5.190495711527861,20060608.2799878,5.36560060311544,JFc,68,5,112,,,,,,20.2,8.0,21.7,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-J",0.691538816676964,0.939020204694954,11.380265457103,69.82886017812947,198.869444132752,5.149397109788113,20060608.1501033,5.31153230587721,JFc,28,7,42,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-K",0.693543485158215,0.939076843864193,11.3910646244732,69.89734340284451,198.7896438621016,5.189537157694959,20060608.2224135,5.36422038658229,JFc,47,6,42,,,,,,20.9,10.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-L",0.694735674965028,0.939089394354414,11.3987127952321,69.93678268425323,198.7475944367357,5.213541734401494,20060608.3286997,5.39578363248632,JFc,58,6,39,,,,,,20.9,10.0,21.7,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-M",0.693940938277251,0.939096814670938,11.3943614399649,69.90530158146959,198.7775561198109,5.197606404537399,20060608.2571557,5.37484432085886,JFc,44,7,73,,,,,,21.0,15.0,21.8,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-N",0.692288993783599,0.939254358392007,11.3809412138733,69.89730281276252,198.7643511012408,5.165527982292075,20060608.2704287,5.33296195128557,JFc,41,6,133,,,,,,20.4,10.0,21.2,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-P",0.695575899386973,0.939159139363166,11.4054219318703,69.95619989625854,198.7241361407526,5.230911741831558,20060607.8532228,5.4187415622391,JFc,29,7,55,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-Q",0.698647244447971,0.939715748283575,11.4193580973025,70.13788751331991,198.4951921977602,5.296933699717446,20060607.6794476,5.5066846858957,JFc,17,9,37,,,,,,21.5,7.5,,,,,,,,
"   73P/Schwassmann-Wachmann 3-R",0.694088213263508,0.939131547287258,11.3947263030202,69.91308584130121,198.769702114044,5.200753138465065,20060608.1796405,5.37902460370814,JFc,39,6,280,,,,,,19.2,8.0,20.0,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-S",0.69335823324,1.02236657781188,11.0481813428788,81.99161507316578,181.562191599204,5.645782961073715,20060608.7601619,6.08795179228671,JFc,1,9,11,,,,,,21.1,15.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-T",0.711932414090286,0.939318776106244,11.5122995825914,70.4760044162668,198.1833800675977,5.582197854373978,20060608.7001791,5.888248334766,JFc,34,8,23,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-U",0.689397458779432,0.939390329396146,11.3598206486042,69.8327199189979,198.8353864788111,5.10943545100247,20060609.0362429,5.25980717089293,JFc,16,8,21,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-V",0.69348697056495,0.912206736092244,11.651823761982,65.24678693301523,204.9294792152065,5.039949606322171,20060608.4766819,5.13422271626054,JFc,10,9,15,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-W",0.697573249761406,0.93912503260658,11.4183179944517,70.01698506664813,198.6608054163719,5.271469975048503,20060608.4695423,5.4722133789927,JFc,29,8,19,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-X",0.694751288807723,0.939082699809293,11.3993873710683,69.92862059302733,198.7509795337178,5.213819280620441,20060608.5550265,5.39613993690678,JFc,46,6,45,,,,,,21.7,10.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-Y",0.719502303654523,0.939165740778142,11.5618412574595,70.66913935014475,197.9700546537453,5.757258172959893,20060608.5948301,6.12671412915886,JFc,34,8,16,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-Z",0.69335823324,0.942039154090354,11.349472014182,70.49401080978578,198.0161462720894,5.202193342637086,20060608.3091201,5.38473915450535,JFc,6,9,16,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AA",0.680633878945504,0.939284534168623,11.2950649353802,69.57271647354284,199.1079394823084,4.942895648671408,20060609.1662953,5.04394908784768,JFc,19,8,36,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AB",0.691246808725753,0.939166328287337,11.3731938601948,69.85894300547889,198.8169658347176,5.144439314208728,20060608.7135029,5.30523699962686,JFc,31,7,35,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AC",0.695367114577502,0.939045253315126,11.4052801907194,69.93380113835332,198.7526383059272,5.226049181665229,20060608.6783260,5.41218718748961,JFc,30,7,45,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AD",0.69335823324,0.940707359529286,11.3683658421522,70.21921728190907,198.3713234061079,5.194838815206602,20060608.6792402,5.37332429278925,JFc,6,9,11,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AE",0.696725656659651,0.9390511810333,11.4146906889204,69.97232230057514,198.7081422587468,5.253699387249707,20060608.3261872,5.44864597413083,JFc,20,8,43,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AF",0.676299018237858,0.941184912309177,11.2397327643991,69.84971349851291,198.7163902725815,4.873965274666579,20060607.0142232,4.95797819317181,JFc,7,9,25,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AG",0.695781146462459,0.93903924488354,11.4075896405856,69.9589661420688,198.7052943053087,5.234406180764022,20060608.9984569,5.42318760944666,JFc,24,7,79,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AH",0.69335823324,0.942986614671515,11.330632437678,70.70742060713012,197.7396253755624,5.207425474556787,20060608.6296412,5.39286478917067,JFc,3,9,19,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AI",.698165609339885,.9388931783840914,11.42992480739673,69.97019181795081,198.7301308043815,5.282354018336748,20060608.7002440,5.48629802925263,JFc,31,8,17,,,,,,21.3,10.0,,,,,,,,
